Src	EqId	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
ak	10566034	?	"Thursday, September 27, 2012 04:52:06 UTC"	51.5629	-178.0704	2.5	17.5	?	"36km S of Tanaga Volcano	 Alaska"
ak	10569791	?	"Thursday, September 27, 2012 04:44:22 UTC"	51.5326	-178.1317	2.6	11.7	?	"39km S of Tanaga Volcano	 Alaska"
ak	10569790	?	"Thursday, September 27, 2012 04:37:53 UTC"	51.5975	-178.0919	2.5	33.1	?	"32km S of Tanaga Volcano	 Alaska"
pr	12271001	?	"Thursday, September 27, 2012 04:23:58 UTC"	19.6944	-64.2313	3.2	50	?	"147km NNE of Road Town	 British Virgin Islands"
ak	10566018	?	"Thursday, September 27, 2012 04:12:45 UTC"	62.8784	-150.5218	3.7	92.1	?	"65km NNW of Talkeetna	 Alaska"
ak	10566017	?	"Thursday, September 27, 2012 04:11:44 UTC"	51.5344	-178.0961	2.7	6.7	?	"39km S of Tanaga Volcano	 Alaska"
ak	10566014	?	"Thursday, September 27, 2012 04:10:12 UTC"	51.5253	-178.1033	3.3	12.4	?	"39km S of Tanaga Volcano	 Alaska"
ak	10566011	?	"Thursday, September 27, 2012 04:09:04 UTC"	51.5128	-178.0633	2.8	17.6	?	"41km S of Tanaga Volcano	 Alaska"
pr	12271002	?	"Thursday, September 27, 2012 04:03:04 UTC"	19.6758	-64.3694	3.1	36	?	"141km N of Road Town	 British Virgin Islands"
ak	10566000	?	"Thursday, September 27, 2012 03:59:14 UTC"	51.5562	-178.0541	2.8	13.5	?	"36km S of Tanaga Volcano	 Alaska"
ak	10569781	?	"Thursday, September 27, 2012 03:55:52 UTC"	51.5068	-178.0651	2.5	13.2	?	"42km S of Tanaga Volcano	 Alaska"
ak	10565997	?	"Thursday, September 27, 2012 03:50:43 UTC"	51.439	-178.1736	2.9	12.6	?	"49km S of Tanaga Volcano	 Alaska"
pr	12271000	?	"Thursday, September 27, 2012 03:50:39 UTC"	18.045	-66.858	2.7	22	?	"1km NW of Yauco	 Puerto Rico"
ak	10565992	?	"Thursday, September 27, 2012 03:45:04 UTC"	61.1834	-150.9106	2.5	55.5	?	"54km W of Anchorage	 Alaska"
ak	10565988	?	"Thursday, September 27, 2012 03:42:34 UTC"	51.557	-178.1733	2.6	29.2	?	"36km S of Tanaga Volcano	 Alaska"
us	c000cwqv	?	"Thursday, September 27, 2012 03:28:51 UTC"	51.729	-177.86	4.5	44.5	?	"25km SE of Tanaga Volcano	 Alaska"
ak	10569770	?	"Thursday, September 27, 2012 03:12:51 UTC"	51.448	-178.2167	2.5	25.5	?	"48km S of Tanaga Volcano	 Alaska"
ak	10569769	?	"Thursday, September 27, 2012 03:11:52 UTC"	51.4787	-178.186	2.5	19.3	?	"45km S of Tanaga Volcano	 Alaska"
ak	10565978	?	"Thursday, September 27, 2012 02:57:02 UTC"	51.4097	-178.189	3.3	8.9	?	"52km S of Tanaga Volcano	 Alaska"
ak	10565977	?	"Thursday, September 27, 2012 02:55:03 UTC"	51.5948	-178.0948	2.8	19.2	?	"32km S of Tanaga Volcano	 Alaska"
ak	10565973	?	"Thursday, September 27, 2012 02:49:10 UTC"	51.4601	-178.1239	4.1	9.5	?	"47km S of Tanaga Volcano	 Alaska"
ak	10565970	?	"Thursday, September 27, 2012 02:18:00 UTC"	51.4798	-178.1309	2.9	12.4	?	"44km S of Tanaga Volcano	 Alaska"
ak	10565966	?	"Thursday, September 27, 2012 01:54:25 UTC"	51.6014	-178.0716	2.9	21.5	?	"31km S of Tanaga Volcano	 Alaska"
ak	10565965	?	"Thursday, September 27, 2012 01:45:51 UTC"	51.5699	-178.1075	2.5	21	?	"35km S of Tanaga Volcano	 Alaska"
ak	10569740	?	"Thursday, September 27, 2012 01:41:53 UTC"	51.8809	-178.3572	2.7	64	?	"14km W of Tanaga Volcano	 Alaska"
ak	10565963	?	"Thursday, September 27, 2012 01:40:08 UTC"	51.5145	-178.093	3.1	12.9	?	"41km S of Tanaga Volcano	 Alaska"
us	c000cwq2	?	"Thursday, September 27, 2012 01:36:29 UTC"	-23.208	-66.655	4.7	190.3	?	"98km W of El Aguilar	 Argentina"
ak	10569737	?	"Thursday, September 27, 2012 01:36:02 UTC"	51.4701	-178.1887	2.5	19.7	?	"46km S of Tanaga Volcano	 Alaska"
ak	10569731	?	"Thursday, September 27, 2012 01:23:56 UTC"	51.4553	-178.1861	2.5	18.5	?	"47km S of Tanaga Volcano	 Alaska"
ak	10565955	?	"Thursday, September 27, 2012 01:23:11 UTC"	51.4986	-178.0683	3	4.7	?	"43km S of Tanaga Volcano	 Alaska"
ak	10565897	?	"Thursday, September 27, 2012 01:19:09 UTC"	51.5535	-178.0891	3.2	12.4	?	"36km S of Tanaga Volcano	 Alaska"
ak	10565895	?	"Thursday, September 27, 2012 01:16:12 UTC"	51.5219	-178.1014	2.7	24.3	?	"40km S of Tanaga Volcano	 Alaska"
ak	10569727	?	"Thursday, September 27, 2012 01:13:05 UTC"	51.5385	-178.1302	2.6	19.3	?	"38km S of Tanaga Volcano	 Alaska"
us	c000cwph	?	"Thursday, September 27, 2012 01:08:24 UTC"	41.218	15.026	4.7	5	?	"2km NNW of Montecalvo Irpino	 Italy"
ak	10569723	?	"Thursday, September 27, 2012 01:05:00 UTC"	51.5349	-178.1004	2.9	12.2	?	"38km S of Tanaga Volcano	 Alaska"
ak	10569722	?	"Thursday, September 27, 2012 01:02:32 UTC"	51.5316	-178.0773	3.2	0.5	?	"39km S of Tanaga Volcano	 Alaska"
ak	10565836	?	"Thursday, September 27, 2012 01:01:46 UTC"	51.451	-178.1407	3.3	13.1	?	"48km S of Tanaga Volcano	 Alaska"
ak	10565835	?	"Thursday, September 27, 2012 00:59:06 UTC"	51.402	-178.1664	3.8	4.8	?	"53km S of Tanaga Volcano	 Alaska"
us	c000cwpf	?	"Thursday, September 27, 2012 00:56:01 UTC"	38.47	46.64	4.5	18	?	"37km W of Ahar	 Iran"
ak	10565830	?	"Thursday, September 27, 2012 00:51:36 UTC"	51.5024	-178.1282	2.8	13.4	?	"42km S of Tanaga Volcano	 Alaska"
ak	10569718	?	"Thursday, September 27, 2012 00:50:33 UTC"	51.5362	-178.1218	2.5	13.2	?	"38km S of Tanaga Volcano	 Alaska"
ak	10565826	?	"Thursday, September 27, 2012 00:43:56 UTC"	51.4625	-178.1124	3.4	11.3	?	"46km S of Tanaga Volcano	 Alaska"
ak	10569715	?	"Thursday, September 27, 2012 00:40:46 UTC"	51.5528	-178.1057	2.7	17.9	?	"36km S of Tanaga Volcano	 Alaska"
ak	10565822	?	"Thursday, September 27, 2012 00:39:45 UTC"	51.5165	-178.1163	3.2	11.9	?	"40km S of Tanaga Volcano	 Alaska"
ak	10565819	?	"Thursday, September 27, 2012 00:31:35 UTC"	51.4988	-178.1084	2.7	11.8	?	"42km S of Tanaga Volcano	 Alaska"
ak	10565818	?	"Thursday, September 27, 2012 00:27:48 UTC"	51.5119	-178.1132	2.9	16.6	?	"41km S of Tanaga Volcano	 Alaska"
ak	10569709	?	"Thursday, September 27, 2012 00:26:39 UTC"	51.5225	-178.1956	2.7	32.7	?	"40km S of Tanaga Volcano	 Alaska"
ak	10565816	?	"Thursday, September 27, 2012 00:25:47 UTC"	51.4256	-178.1878	3	10.2	?	"51km S of Tanaga Volcano	 Alaska"
ak	10565814	?	"Thursday, September 27, 2012 00:19:15 UTC"	51.5404	-178.099	3	0.2	?	"38km S of Tanaga Volcano	 Alaska"
ak	10569705	?	"Thursday, September 27, 2012 00:15:49 UTC"	51.4892	-178.199	3	19.7	?	"44km S of Tanaga Volcano	 Alaska"
ak	10569704	?	"Thursday, September 27, 2012 00:14:37 UTC"	51.453	-178.1984	2.8	16.6	?	"48km S of Tanaga Volcano	 Alaska"
ak	10569703	?	"Thursday, September 27, 2012 00:12:04 UTC"	51.6301	-178.0869	2.5	33.9	?	"28km S of Tanaga Volcano	 Alaska"
ak	10565810	?	"Thursday, September 27, 2012 00:10:47 UTC"	51.4473	-178.1428	3.2	11.6	?	"48km S of Tanaga Volcano	 Alaska"
ak	10569701	?	"Thursday, September 27, 2012 00:09:04 UTC"	51.5184	-178.14	2.5	18.1	?	"40km S of Tanaga Volcano	 Alaska"
ak	10565808	?	"Thursday, September 27, 2012 00:03:36 UTC"	51.4583	-178.105	3	11.4	?	"47km S of Tanaga Volcano	 Alaska"
ak	10565806	?	"Thursday, September 27, 2012 00:02:35 UTC"	51.5069	-178.1209	2.8	18.7	?	"41km S of Tanaga Volcano	 Alaska"
ak	10566423	?	"Wednesday, September 26, 2012 23:59:16 UTC"	51.522	-178.1082	3.3	13.2	?	"40km S of Tanaga Volcano	 Alaska"
ak	10566422	?	"Wednesday, September 26, 2012 23:57:38 UTC"	51.5809	-178.1444	3.2	21.2	?	"33km S of Tanaga Volcano	 Alaska"
ak	10566421	?	"Wednesday, September 26, 2012 23:56:08 UTC"	51.4978	-178.1449	3.2	14.8	?	"42km S of Tanaga Volcano	 Alaska"
ak	10566420	?	"Wednesday, September 26, 2012 23:55:11 UTC"	51.4833	-178.2366	3.2	25.6	?	"45km S of Tanaga Volcano	 Alaska"
ak	10565795	?	"Wednesday, September 26, 2012 23:54:33 UTC"	51.5798	-178.128	3.1	20.2	?	"33km S of Tanaga Volcano	 Alaska"
ak	10566418	?	"Wednesday, September 26, 2012 23:51:47 UTC"	51.6074	-178.1112	3.2	28.5	?	"30km S of Tanaga Volcano	 Alaska"
ak	10566417	?	"Wednesday, September 26, 2012 23:49:39 UTC"	51.5317	-178.1683	3.3	23.4	?	"39km S of Tanaga Volcano	 Alaska"
ak	10566416	?	"Wednesday, September 26, 2012 23:48:30 UTC"	51.5891	-178.133	3.3	21.2	?	"32km S of Tanaga Volcano	 Alaska"
ak	10566415	?	"Wednesday, September 26, 2012 23:47:50 UTC"	51.3877	-178.1165	3.4	12.5	?	"55km S of Tanaga Volcano	 Alaska"
ak	10566414	?	"Wednesday, September 26, 2012 23:46:11 UTC"	51.5293	-178.1328	3.8	10.6	?	"39km S of Tanaga Volcano	 Alaska"
us	c000cwni	?	"Wednesday, September 26, 2012 23:39:55 UTC"	51.612	-178.312	6.4	16	?	"32km SSW of Tanaga Volcano	 Alaska"
pr	12270012	?	"Wednesday, September 26, 2012 23:06:34 UTC"	19.5193	-64.3216	3.1	55	?	"125km NNE of Road Town	 British Virgin Islands"
ci	15221561	?	"Wednesday, September 26, 2012 22:53:59 UTC"	36.0067	-118.394	2.6	4.7	?	"28km N of Kernville	 California"
us	2012fzcj	?	"Wednesday, September 26, 2012 22:23:23 UTC"	26.863	-44.24	4.4	10	?	"Northern Mid-Atlantic Ridge"
ci	15221505	?	"Wednesday, September 26, 2012 21:48:35 UTC"	31.8358	-115.042	3	10	?	"43km S of Estacion Coahuila	 Mexico"
us	2012fzch	?	"Wednesday, September 26, 2012 21:39:29 UTC"	16.86	147.636	4.4	21.8	?	"217km ENE of Anatahan	 Northern Mariana Islands"
ak	10565678	?	"Wednesday, September 26, 2012 20:30:07 UTC"	53.4994	-165.0679	3	27.3	?	"84km SSE of Akutan	 Alaska"
pr	12270011	?	"Wednesday, September 26, 2012 18:47:23 UTC"	18.9361	-64.157	2.6	18	?	"75km NE of Road Town	 British Virgin Islands"
pr	12270010	?	"Wednesday, September 26, 2012 18:21:11 UTC"	19.5014	-64.2679	3	72	?	"125km NNE of Road Town	 British Virgin Islands"
us	c000cwdu	?	"Wednesday, September 26, 2012 17:45:00 UTC"	-22.259	-68.502	5.3	108	?	"50km ENE of Calama	 Chile"
ci	15221425	?	"Wednesday, September 26, 2012 17:21:03 UTC"	32.8748	-116.018	2.7	9.4	?	"31km WNW of Seeley	 California"
us	c000cwd5	?	"Wednesday, September 26, 2012 17:15:53 UTC"	-26.045	-177.407	5	110.2	?	"South of the Fiji Islands"
ak	10565581	?	"Wednesday, September 26, 2012 16:55:46 UTC"	51.2485	-177.9897	3	25.6	?	"71km S of Tanaga Volcano	 Alaska"
pr	12270009	?	"Wednesday, September 26, 2012 15:34:18 UTC"	19.613	-64.337	2.6	7	?	"135km NNE of Road Town	 British Virgin Islands"
us	2012fza1	?	"Wednesday, September 26, 2012 15:27:41 UTC"	5.65	127.488	4.4	66.6	?	"165km ESE of Pondaguitan	 Philippines"
pr	12270008	?	"Wednesday, September 26, 2012 13:31:14 UTC"	18.308	-68.0429	2.8	110	?	"48km SE of Punta Cana	 Dominican Republic"
us	2012fzc3	?	"Wednesday, September 26, 2012 13:18:57 UTC"	-5.64	35.66	4.6	10	?	"54km ENE of Kintinku	 Tanzania"
us	2012fzay	?	"Wednesday, September 26, 2012 13:14:21 UTC"	-5.769	35.886	4.5	10	?	"35km NNW of Msanga	 Tanzania"
us	c000cw89	?	"Wednesday, September 26, 2012 11:52:53 UTC"	27.329	52.904	4.2	39.6	?	"127km WSW of Gerash	 Iran"
us	c000cw7u	?	"Wednesday, September 26, 2012 11:37:27 UTC"	10.158	-85.12	4.2	60.1	?	"16km NNE of Nandayure	 Costa Rica"
nc	71848245	?	"Wednesday, September 26, 2012 10:22:55 UTC"	40.4635	-124.7513	2.7	23.7	?	"43km WSW of Ferndale	 California"
pr	12270007	?	"Wednesday, September 26, 2012 09:46:48 UTC"	19.1608	-64.7505	2.8	49	?	"83km N of Road Town	 British Virgin Islands"
pr	12270006	?	"Wednesday, September 26, 2012 09:09:47 UTC"	18.1443	-67.0811	2.6	83	?	"4km E of Hormigueros	 Puerto Rico"
pr	12270005	?	"Wednesday, September 26, 2012 08:54:14 UTC"	19.1509	-64.7177	3.1	55	?	"81km N of Road Town	 British Virgin Islands"
ak	10566390	?	"Wednesday, September 26, 2012 08:05:45 UTC"	58.3777	-155.7826	2.7	161.7	?	"61km ESE of King Salmon	 Alaska"
us	c000cw5h	?	"Wednesday, September 26, 2012 07:42:42 UTC"	43.167	-126.388	4.4	9.9	?	"161km W of Bandon	 Oregon"
ci	15221321	?	"Wednesday, September 26, 2012 07:38:57 UTC"	32.1785	-115.224	2.8	15.1	?	"7km SW of Alberto Oviedo Mota	 Mexico"
pr	1227004	?	"Wednesday, September 26, 2012 06:55:35 UTC"	18.0363	-66.2218	2.7	64	?	"2km WSW of La Plena	 Puerto Rico"
us	c000cw4y	?	"Wednesday, September 26, 2012 06:45:18 UTC"	-18.8509	-175.444	5.2	162.06	?	"155km W of Neiafu	 Tonga"
pr	12270003	?	"Wednesday, September 26, 2012 06:38:29 UTC"	19.349	-65.6791	3.2	80	?	"103km N of Vieques	 Puerto Rico"
us	c000cw4p	?	"Wednesday, September 26, 2012 06:02:17 UTC"	24.667	-110.126	4	9.9	?	"58km NNE of La Paz	 Mexico"
nc	71848175	?	"Wednesday, September 26, 2012 05:53:34 UTC"	41.0777	-125.282	3.8	25.7	?	"98km WNW of Bayview	 California"
us	c000cw4c	?	"Wednesday, September 26, 2012 05:24:44 UTC"	-32.388	-178.076	4.8	35	?	"131km SE of L'Esperance Rock	 New Zealand"
ak	10565445	?	"Wednesday, September 26, 2012 05:00:46 UTC"	53.4755	-165.0544	2.9	25.6	?	"87km SSE of Akutan	 Alaska"
pr	12270002	?	"Wednesday, September 26, 2012 03:52:21 UTC"	19.5461	-64.3506	3.2	62	?	"128km NNE of Road Town	 British Virgin Islands"
ak	10565428	?	"Wednesday, September 26, 2012 03:26:48 UTC"	54.48	-162.8436	2.8	49.4	?	"55km SE of False Pass	 Alaska"
pr	12270001	?	"Wednesday, September 26, 2012 03:13:29 UTC"	19.3246	-66.5382	3.1	15	?	"95km N of Tierras Nuevas Poniente	 Puerto Rico"
us	c000cw35	?	"Wednesday, September 26, 2012 02:22:24 UTC"	6.7515	-73.0319	4.3	152.36	?	"6km N of Aratoca	 Colombia"
ak	10565349	?	"Wednesday, September 26, 2012 01:43:44 UTC"	53.7023	-166.1893	2.6	66.2	?	"29km SE of Unalaska	 Alaska"
us	c000cw2k	?	"Wednesday, September 26, 2012 01:41:43 UTC"	-21.214	-174.271	5.1	42.7	?	"71km E of `Ohonua	 Tonga"
us	c000cw2a	?	"Wednesday, September 26, 2012 01:28:32 UTC"	34.796	29.982	4.6	29.1	?	"159km SSE of Kas	 Turkey"
us	c000cw26	?	"Wednesday, September 26, 2012 01:21:16 UTC"	24.878	-110.197	4.3	10	?	"79km N of La Paz	 Mexico"
us	c000cw1t	?	"Wednesday, September 26, 2012 00:59:46 UTC"	24.638	-110.091	4	10	?	"56km NNE of La Paz	 Mexico"
pr	12270000	?	"Wednesday, September 26, 2012 00:45:24 UTC"	19.5867	-64.3448	3.4	61	?	"132km NNE of Road Town	 British Virgin Islands"
us	c000cw12	?	"Wednesday, September 26, 2012 00:17:54 UTC"	24.628	-110.25	4.9	10	?	"51km N of La Paz	 Mexico"
us	c000cw0t	?	"Wednesday, September 26, 2012 00:05:29 UTC"	24.51	-110.184	4.7	10	?	"39km NNE of La Paz	 Mexico"
us	c000cw0l	?	"Tuesday, September 25, 2012 23:45:24 UTC"	24.666	-110.173	6.3	10	?	"56km NNE of La Paz	 Mexico"
us	2012fycm	?	"Tuesday, September 25, 2012 23:41:16 UTC"	28.374	-43.638	4.2	10	?	"Northern Mid-Atlantic Ridge"
us	2012fye2	?	"Tuesday, September 25, 2012 22:01:59 UTC"	16.368	-98.136	4	12.9	?	"13km WNW of Santiago Pinotepa Nacional	 Mexico"
us	c000cvux	?	"Tuesday, September 25, 2012 19:42:32 UTC"	-9.764	159.754	5.2	27.6	?	"42km SSW of Honiara	 Solomon Islands"
ak	10564988	?	"Tuesday, September 25, 2012 19:33:57 UTC"	57.8637	-155.131	2.6	67.4	?	"77km WNW of Larsen Bay	 Alaska"
ci	15221185	?	"Tuesday, September 25, 2012 19:30:21 UTC"	32.19	-115.2372	2.5	10.1	?	"7km WSW of Alberto Oviedo Mota	 Mexico"
ci	15221161	?	"Tuesday, September 25, 2012 18:43:13 UTC"	36.0142	-118.4005	2.8	5.2	?	"28km N of Kernville	 California"
us	c000cvsb	?	"Tuesday, September 25, 2012 18:33:05 UTC"	-21.134	-174.3233	5.4	28.99	?	"68km ENE of `Ohonua	 Tonga"
us	2012fyav	?	"Tuesday, September 25, 2012 18:33:02 UTC"	-21.166	-174.342	5.4	16.4	?	"65km ENE of `Ohonua	 Tonga"
pr	12269042	?	"Tuesday, September 25, 2012 18:04:42 UTC"	19.6536	-64.6975	2.7	8	?	"137km N of Road Town	 British Virgin Islands"
us	c000cvri	?	"Tuesday, September 25, 2012 17:49:07 UTC"	-8.921	-75.944	4.7	115.4	?	"41km N of Tingo Maria	 Peru"
nc	71847820	?	"Tuesday, September 25, 2012 17:34:08 UTC"	40.6422	-125.3183	2.8	16.9	?	"89km W of Ferndale	 California"
nn	00389359	?	"Tuesday, September 25, 2012 16:03:33 UTC"	36.4862	-114.8514	3.79	0	?	"30km SW of Moapa Town	 Nevada"
us	c000cvmn	?	"Tuesday, September 25, 2012 15:48:45 UTC"	54.137	-164.114	4.9	50.5	?	"91km SSW of False Pass	 Alaska"
nc	71847715	?	"Tuesday, September 25, 2012 15:15:09 UTC"	39.1678	-123.1658	4.5	11.5	?	"3km N of Talmage	 California"
ci	15221049	?	"Tuesday, September 25, 2012 15:07:00 UTC"	31.8278	-115.0032	3.2	10	?	"40km S of Estacion Coahuila	 Mexico"
us	2012fyea	?	"Tuesday, September 25, 2012 14:38:49 UTC"	10.434	126.94	4	35	?	"105km ENE of San Isidro	 Philippines"
us	c000cvke	?	"Tuesday, September 25, 2012 14:21:39 UTC"	36.114	142.319	5	21	?	"140km ENE of Hasaki	 Japan"
pr	12269041	?	"Tuesday, September 25, 2012 14:19:44 UTC"	19.6735	-64.3722	3.3	54	?	"141km N of Road Town	 British Virgin Islands"
us	2012fyd9	?	"Tuesday, September 25, 2012 14:12:55 UTC"	9.666	126.384	4.3	43.4	?	"27km ESE of General Luna	 Philippines"
us	2012fyd8	?	"Tuesday, September 25, 2012 14:06:18 UTC"	1.546	95.064	4.5	10	?	"179km SW of Sinabang	 Indonesia"
us	2012fyd7	?	"Tuesday, September 25, 2012 13:37:36 UTC"	9.783	126.345	4.5	35	?	"20km E of General Luna	 Philippines"
us	2012fyd6	?	"Tuesday, September 25, 2012 13:20:17 UTC"	9.874	127.101	4.5	38.9	?	"103km E of General Luna	 Philippines"
pr	12269040	?	"Tuesday, September 25, 2012 12:41:59 UTC"	18.9101	-67.2557	2.9	16	?	"49km NNW of San Antonio	 Puerto Rico"
pr	12269039	?	"Tuesday, September 25, 2012 12:10:33 UTC"	19.5935	-64.167	3	70	?	"138km NNE of Road Town	 British Virgin Islands"
ci	37093803	?	"Tuesday, September 25, 2012 12:02:15 UTC"	33.147	-115.695	2.9	4.1	?	"13km NNW of Westmorland	 California"
ci	15220681	?	"Tuesday, September 25, 2012 12:02:04 UTC"	33.1588	-115.6415	3.1	4	?	"12km WNW of Calipatria	 California"
ak	10564774	?	"Tuesday, September 25, 2012 11:37:41 UTC"	59.9859	-141.5744	2.6	3.4	?	"48km E of Cape Yakataga	 Alaska"
pr	12269032	?	"Tuesday, September 25, 2012 11:18:29 UTC"	19.02	-65.4852	2.9	9	?	"75km NNE of Luquillo	 Puerto Rico"
pr	12269029	?	"Tuesday, September 25, 2012 10:46:47 UTC"	19.0699	-65.4356	3	44	?	"82km NNE of Luquillo	 Puerto Rico"
us	c000cvh1	?	"Tuesday, September 25, 2012 10:41:27 UTC"	9.717	126.702	4.9	57.7	?	"60km E of General Luna	 Philippines"
pr	12269028	?	"Tuesday, September 25, 2012 10:32:21 UTC"	19.127	-64.7014	3	46	?	"79km N of Road Town	 British Virgin Islands"
ci	15220601	?	"Tuesday, September 25, 2012 10:06:39 UTC"	33.1582	-115.6412	2.5	2.6	?	"12km WNW of Calipatria	 California"
pr	12269001	?	"Tuesday, September 25, 2012 09:59:53 UTC"	18.9757	-65.3813	3.4	71	?	"74km N of Culebra	 Puerto Rico"
us	c000cvgj	?	"Tuesday, September 25, 2012 09:59:18 UTC"	9.839	126.724	4.7	49.3	?	"62km E of General Luna	 Philippines"
pr	12269026	?	"Tuesday, September 25, 2012 09:51:41 UTC"	19.0779	-65.4172	3.1	34	?	"84km NNE of Luquillo	 Puerto Rico"
pr	12269025	?	"Tuesday, September 25, 2012 09:39:30 UTC"	19.0935	-65.4231	2.9	15	?	"85km NNE of Luquillo	 Puerto Rico"
ci	15220561	?	"Tuesday, September 25, 2012 09:26:46 UTC"	33.7912	-116.0208	2.8	7.2	?	"18km NE of Coachella	 California"
ak	10567039	?	"Tuesday, September 25, 2012 09:06:29 UTC"	52.3481	-169.6349	2.6	27	?	"78km ESE of Yunaska Island	 Alaska"
us	c000cvfb	?	"Tuesday, September 25, 2012 08:33:00 UTC"	36.278	69.213	5.2	29.8	?	"24km NNE of Nahrin	 Afghanistan"
us	c000cvf0	?	"Tuesday, September 25, 2012 08:08:27 UTC"	1.858	127.387	4.7	116.9	?	"70km WNW of Tobelo	 Indonesia"
pr	12269034	?	"Tuesday, September 25, 2012 07:53:34 UTC"	19.5916	-65.6193	3	25	?	"130km N of Suarez	 Puerto Rico"
ci	15220513	?	"Tuesday, September 25, 2012 07:14:26 UTC"	36.221	-118.317	2.8	7.1	?	"48km SSW of Lone Pine	 California"
ak	10564701	?	"Tuesday, September 25, 2012 07:01:04 UTC"	54.8191	-160.6533	2.7	22.1	?	"58km S of Sand Point	 Alaska"
pr	12269030	?	"Tuesday, September 25, 2012 06:32:25 UTC"	18.7807	-64.3653	2.6	47	?	"48km NNE of Road Town	 British Virgin Islands"
us	c000cvdt	?	"Tuesday, September 25, 2012 05:37:52 UTC"	-25.1439	178.8596	5.2	564.99	?	"South of the Fiji Islands"
pr	12269020	?	"Tuesday, September 25, 2012 05:17:40 UTC"	18.8962	-63.8086	3.3	51	?	"100km ENE of Road Town	 British Virgin Islands"
pr	12269019	?	"Tuesday, September 25, 2012 04:33:49 UTC"	19.142	-64.7598	2.9	11	?	"81km N of Road Town	 British Virgin Islands"
pr	12269038	?	"Tuesday, September 25, 2012 04:11:51 UTC"	19.5055	-64.2129	2.5	72	?	"127km NNE of Road Town	 British Virgin Islands"
pr	12269035	?	"Tuesday, September 25, 2012 03:53:47 UTC"	19.4552	-64.2673	2.9	72	?	"120km NNE of Road Town	 British Virgin Islands"
pr	12269031	?	"Tuesday, September 25, 2012 03:13:08 UTC"	19.3393	-64.7536	2.7	9	?	"103km N of Road Town	 British Virgin Islands"
us	c000cvd0	?	"Tuesday, September 25, 2012 03:08:13 UTC"	-9.42	124.717	4.8	21.4	?	"20km ENE of Fatualam	 Indonesia"
us	c000cvd1	?	"Tuesday, September 25, 2012 03:06:52 UTC"	-15.472	-173.923	5.6	104.5	?	"56km NNW of Hihifo	 Tonga"
pr	12269024	?	"Tuesday, September 25, 2012 03:00:28 UTC"	19.2161	-64.6041	2.9	70	?	"88km N of Road Town	 British Virgin Islands"
pr	12269002	?	"Tuesday, September 25, 2012 02:55:26 UTC"	19.6777	-64.2636	3.2	47	?	"144km NNE of Road Town	 British Virgin Islands"
pr	12269018	?	"Tuesday, September 25, 2012 02:30:26 UTC"	18.766	-64.4391	2.9	90	?	"42km NNE of Road Town	 British Virgin Islands"
pr	12269017	?	"Tuesday, September 25, 2012 02:11:52 UTC"	19.2159	-64.7518	2.7	11	?	"89km N of Road Town	 British Virgin Islands"
pr	12269014	?	"Tuesday, September 25, 2012 01:50:24 UTC"	19.6159	-64.4235	3.4	39	?	"134km N of Road Town	 British Virgin Islands"
us	c000cvcc	?	"Tuesday, September 25, 2012 01:43:14 UTC"	-53.252	25.399	5.2	15.7	?	"South of Africa"
hv	60404266	?	"Tuesday, September 25, 2012 01:42:22 UTC"	19.0225	-155.421	2.7	43.2	?	"21km SSE of Pahala	 Hawaii"
pr	12269013	?	"Tuesday, September 25, 2012 01:41:26 UTC"	18.4442	-64.3367	3	77	?	"29km E of Road Town	 British Virgin Islands"
pr	12269016	?	"Tuesday, September 25, 2012 01:00:50 UTC"	19.3143	-64.6918	2.9	47	?	"99km N of Road Town	 British Virgin Islands"
pr	12269015	?	"Tuesday, September 25, 2012 00:50:15 UTC"	19.2646	-64.7888	2.7	9	?	"95km N of Road Town	 British Virgin Islands"
pr	12269000	?	"Tuesday, September 25, 2012 00:43:35 UTC"	19.1275	-64.7817	3.4	68	?	"80km NNW of Road Town	 British Virgin Islands"
pr	12269012	?	"Tuesday, September 25, 2012 00:41:56 UTC"	19.2159	-64.777	2.8	11	?	"90km N of Road Town	 British Virgin Islands"
pr	12269011	?	"Tuesday, September 25, 2012 00:39:41 UTC"	19.1107	-64.6016	2.6	73	?	"76km N of Road Town	 British Virgin Islands"
pr	12269010	?	"Tuesday, September 25, 2012 00:38:55 UTC"	19.2446	-64.7277	2.9	48	?	"92km N of Road Town	 British Virgin Islands"
pr	12269009	?	"Tuesday, September 25, 2012 00:35:40 UTC"	19.3344	-64.7216	2.8	33	?	"102km N of Road Town	 British Virgin Islands"
pr	12269008	?	"Tuesday, September 25, 2012 00:33:47 UTC"	19.1375	-64.6317	2.9	68	?	"79km N of Road Town	 British Virgin Islands"
pr	12269007	?	"Tuesday, September 25, 2012 00:27:51 UTC"	19.3269	-64.7632	2.6	9	?	"101km N of Road Town	 British Virgin Islands"
pr	12269006	?	"Tuesday, September 25, 2012 00:23:33 UTC"	19.1334	-64.6915	2.8	64	?	"79km N of Road Town	 British Virgin Islands"
pr	12269005	?	"Tuesday, September 25, 2012 00:19:40 UTC"	19.2136	-64.7967	2.8	7	?	"90km NNW of Road Town	 British Virgin Islands"
pr	12269004	?	"Tuesday, September 25, 2012 00:15:36 UTC"	19.3584	-64.7766	2.8	48	?	"105km N of Road Town	 British Virgin Islands"
